time_ms,takeoff,urm_is_reliable,air_gps_hour,air_gps_minute,air_gps_second,air_gps_centisecond,air_gps_latitude_deg,air_gps_longitude,air_gps_altitude_m,air_gps_groundspeed_ms,air_gps_heading_deg,filtered_bmp_altitude_m,filtered_urm_altitude_m,filtered_airspeed_ms,air_bmp_pressure_hPa,air_bmp_temperature_deg,air_bmp_altitude_m,air_sdp_differentialPressure_Pa,air_sdp_airspeed_ms,air_AoA_angle_deg,air_AoS_angle_deg,ics_angle,fslg_is_alive,fslg_bno_qw,fslg_bno_qx,fslg_bno_qy,fslg_bno_qz,fslg_bno_roll,fslg_bno_pitch,fslg_bno_yaw,fslg_lsm_roll,fslg_lsm_pitch,fslg_lsm_yaw,fslg_bmp_pressure_hPa,fslg_temperature_deg,fslg_bmp_altitude_m,fslg_bno_accx_mss,fslg_bno_accy_mss,fslg_bno_accz_mss,fslg_lsm_accx_mss,fslg_lsm_accy_mss,fslg_lsm_accz_mss,bno_cal_system,bno_cal_gyro,bno_cal_accel,bno_cal_mag,under_is_alive,under_bmp_pressure_hPa,under_bmp_temperature_deg,under_bmp_altitude_m,under_urm_altitude_m,under_tsd20_altitude_m
10650,203.5964353,33.89493433,6.459662289,-13.1369606,-24.89493433,-28.81425891,-52.33020638,-68.00750469,-83.684803,-99.36210131,-115.0393996,-130.7166979,-146.3939962,-162.0712946,-173.9522514,-185.8332083,-197.7141651,-209.595122,-221.4760788,-233.3570356,-245.2379925,-257.1189493,-268.9999062,-280.880863,-292.7618199,-304.6427767,-316.5237336,-328.4046904,-340.2856473,-352.1666041,-364.047561,-375.9285178,-387.8094747,-399.6904315,-411.5713884,-423.4523452,-435.3333021,-447.2142589,-459.0952158,-470.9761726,-482.8571295,-494.7380863,-506.6190432,-518.5,-530.3809568,-542.2619137,-554.1428705,-566.0238274,-577.9047842,-589.7857411,-601.6666979,-613.5476548
10660,203.7884615,33.92307692,6.461538462,-13.15384615,-24.92307692,-28.84615385,-52.38461538,-68.07692308,-83.76923077,-99.46153846,-115.1538462,-130.8461538,-146.5384615,-162.2307692,-174.1230769,-186.0153846,-197.9076923,-209.8,-221.6923077,-233.5846154,-245.4769231,-257.3692308,-269.2615385,-281.1538462,-293.0461538,-304.9384615,-316.8307692,-328.7230769,-340.6153846,-352.5076923,-364.4,-376.2923077,-388.1846154,-400.0769231,-411.9692308,-423.8615385,-435.7538462,-447.6461538,-459.5384615,-471.4307692,-483.3230769,-495.2153846,-507.1076923,-519,-530.8923077,-542.7846154,-554.6769231,-566.5692308,-578.4615385,-590.3538462,-602.2461538,-614.1384615
10670,203.9804878,33.95121951,6.463414634,-13.17073171,-24.95121951,-28.87804878,-52.43902439,-68.14634146,-83.85365854,-99.56097561,-115.2682927,-130.9756098,-146.6829268,-162.3902439,-174.2939024,-186.197561,-198.1012195,-210.004878,-221.9085366,-233.8121951,-245.7158537,-257.6195122,-269.5231707,-281.4268293,-293.3304878,-305.2341463,-317.1378049,-329.0414634,-340.945122,-352.8487805,-364.752439,-376.6560976,-388.5597561,-400.4634146,-412.3670732,-424.2707317,-436.1743902,-448.0780488,-459.9817073,-471.8853659,-483.7890244,-495.6926829,-507.5963415,-519.5,-531.4036585,-543.3073171,-555.2109756,-567.1146341,-579.0182927,-590.9219512,-602.8256098,-614.7292683
10680,204.1725141,33.9793621,6.465290807,-13.18761726,-24.9793621,-28.90994371,-52.4934334,-68.21575985,-83.9380863,-99.66041276,-115.3827392,-131.1050657,-146.8273921,-162.5497186,-174.464728,-186.3797373,-198.2947467,-210.2097561,-222.1247655,-234.0397749,-245.9547842,-257.8697936,-269.784803,-281.6998124,-293.6148218,-305.5298311,-317.4448405,-329.3598499,-341.2748593,-353.1898687,-365.104878,-377.0198874,-388.9348968,-400.8499062,-412.7649156,-424.679925,-436.5949343,-448.5099437,-460.4249531,-472.3399625,-484.2549719,-496.1699812,-508.0849906,-520,-531.9150094,-543.8300188,-555.7450281,-567.6600375,-579.5750469,-591.4900563,-603.4050657,-615.320075
10690,204.3645403,34.00750469,6.467166979,-13.20450281,-25.00750469,-28.94183865,-52.5478424,-68.28517824,-84.02251407,-99.75984991,-115.4971857,-131.2345216,-146.9718574,-162.7091932,-174.6355535,-186.5619137,-198.4882739,-210.4146341,-222.3409944,-234.2673546,-246.1937148,-258.120075,-270.0464353,-281.9727955,-293.8991557,-305.8255159,-317.7518762,-329.6782364,-341.6045966,-353.5309568,-365.4573171,-377.3836773,-389.3100375,-401.2363977,-413.162758,-425.0891182,-437.0154784,-448.9418386,-460.8681989,-472.7945591,-484.7209193,-496.6472795,-508.5736398,-520.5,-532.4263602,-544.3527205,-556.2790807,-568.2054409,-580.1318011,-592.0581614,-603.9845216,-615.9108818
10700,204.5565666,34.03564728,6.469043152,-13.22138837,-25.03564728,-28.97373358,-52.60225141,-68.35459662,-84.10694184,-99.85928705,-115.6116323,-131.3639775,-147.1163227,-162.8686679,-174.806379,-186.7440901,-198.6818011,-210.6195122,-222.5572233,-234.4949343,-246.4326454,-258.3703565,-270.3080675,-282.2457786,-294.1834897,-306.1212008,-318.0589118,-329.9966229,-341.934334,-353.872045,-365.8097561,-377.7474672,-389.6851782,-401.6228893,-413.5606004,-425.4983114,-437.4360225,-449.3737336,-461.3114447,-473.2491557,-485.1868668,-497.1245779,-509.0622889,-521,-532.9377111,-544.8754221,-556.8131332,-568.7508443,-580.6885553,-592.6262664,-604.5639775,-616.5016886
10710,204.7485929,34.06378987,6.470919325,-13.23827392,-25.06378987,-29.00562852,-52.65666041,-68.42401501,-84.19136961,-99.9587242,-115.7260788,-131.4934334,-147.260788,-163.0281426,-174.9772045,-186.9262664,-198.8753283,-210.8243902,-222.7734522,-234.7225141,-246.671576,-258.6206379,-270.5696998,-282.5187617,-294.4678236,-306.4168856,-318.3659475,-330.3150094,-342.2640713,-354.2131332,-366.1621951,-378.111257,-390.0603189,-402.0093809,-413.9584428,-425.9075047,-437.8565666,-449.8056285,-461.7546904,-473.7037523,-485.6528143,-497.6018762,-509.5509381,-521.5,-533.4490619,-545.3981238,-557.3471857,-569.2962477,-581.2453096,-593.1943715,-605.1434334,-617.0924953
10720,204.9406191,34.09193246,6.472795497,-13.25515947,-25.09193246,-29.03752345,-52.71106942,-68.4934334,-84.27579737,-100.0581614,-115.8405253,-131.6228893,-147.4052533,-163.1876173,-175.14803,-187.1084428,-199.0688555,-211.0292683,-222.9896811,-234.9500938,-246.9105066,-258.8709193,-270.8313321,-282.7917448,-294.7521576,-306.7125704,-318.6729831,-330.6333959,-342.5938086,-354.5542214,-366.5146341,-378.4750469,-390.4354597,-402.3958724,-414.3562852,-426.3166979,-438.2771107,-450.2375235,-462.1979362,-474.158349,-486.1187617,-498.0791745,-510.0395872,-522,-533.9604128,-545.9208255,-557.8812383,-569.841651,-581.8020638,-593.7624765,-605.7228893,-617.6833021
10730,205.1326454,34.12007505,6.47467167,-13.27204503,-25.12007505,-29.06941839,-52.76547842,-68.56285178,-84.36022514,-100.1575985,-115.9549719,-131.7523452,-147.5497186,-163.3470919,-175.3188555,-187.2906191,-199.2623827,-211.2341463,-223.2059099,-235.1776735,-247.1494371,-259.1212008,-271.0929644,-283.064728,-295.0364916,-307.0082552,-318.9800188,-330.9517824,-342.923546,-354.8953096,-366.8670732,-378.8388368,-390.8106004,-402.782364,-414.7541276,-426.7258912,-438.6976548,-450.6694184,-462.641182,-474.6129456,-486.5847092,-498.5564728,-510.5282364,-522.5,-534.4717636,-546.4435272,-558.4152908,-570.3870544,-582.358818,-594.3305816,-606.3023452,-618.2741088
10740,205.3246717,34.14821764,6.476547842,-13.28893058,-25.14821764,-29.10131332,-52.81988743,-68.63227017,-84.44465291,-100.2570356,-116.0694184,-131.8818011,-147.6941839,-163.5065666,-175.4896811,-187.4727955,-199.4559099,-211.4390244,-223.4221388,-235.4052533,-247.3883677,-259.3714822,-271.3545966,-283.3377111,-295.3208255,-307.30394,-319.2870544,-331.2701689,-343.2532833,-355.2363977,-367.2195122,-379.2026266,-391.1857411,-403.1688555,-415.15197,-427.1350844,-439.1181989,-451.1013133,-463.0844278,-475.0675422,-487.0506567,-499.0337711,-511.0168856,-523,-534.9831144,-546.9662289,-558.9493433,-570.9324578,-582.9155722,-594.8986867,-606.8818011,-618.8649156
10750,205.5166979,34.17636023,6.478424015,-13.30581614,-25.17636023,-29.13320826,-52.87429644,-68.70168856,-84.52908068,-100.3564728,-116.1838649,-132.011257,-147.8386492,-163.6660413,-175.6605066,-187.6549719,-199.6494371,-211.6439024,-223.6383677,-235.632833,-247.6272983,-259.6217636,-271.6162289,-283.6106942,-295.6051595,-307.5996248,-319.5940901,-331.5885553,-343.5830206,-355.5774859,-367.5719512,-379.5664165,-391.5608818,-403.5553471,-415.5498124,-427.5442777,-439.538743,-451.5332083,-463.5276735,-475.5221388,-487.5166041,-499.5110694,-511.5055347,-523.5,-535.4944653,-547.4889306,-559.4833959,-571.4778612,-583.4723265,-595.4667917,-607.461257,-619.4557223
10760,205.7087242,34.20450281,6.480300188,-13.32270169,-25.20450281,-29.16510319,-52.92870544,-68.77110694,-84.61350844,-100.4559099,-116.2983114,-132.1407129,-147.9831144,-163.8255159,-175.8313321,-187.8371482,-199.8429644,-211.8487805,-223.8545966,-235.8604128,-247.8662289,-259.872045,-271.8778612,-283.8836773,-295.8894934,-307.8953096,-319.9011257,-331.9069418,-343.912758,-355.9185741,-367.9243902,-379.9302064,-391.9360225,-403.9418386,-415.9476548,-427.9534709,-439.9592871,-451.9651032,-463.9709193,-475.9767355,-487.9825516,-499.9883677,-511.9941839,-524,-536.0058161,-548.0116323,-560.0174484,-572.0232645,-584.0290807,-596.0348968,-608.0407129,-620.0465291
10770,205.9007505,34.2326454,6.48217636,-13.33958724,-25.2326454,-29.19699812,-52.98311445,-68.84052533,-84.69793621,-100.5553471,-116.412758,-132.2701689,-148.1275797,-163.9849906,-176.0021576,-188.0193246,-200.0364916,-212.0536585,-224.0708255,-236.0879925,-248.1051595,-260.1223265,-272.1394934,-284.1566604,-296.1738274,-308.1909944,-320.2081614,-332.2253283,-344.2424953,-356.2596623,-368.2768293,-380.2939962,-392.3111632,-404.3283302,-416.3454972,-428.3626642,-440.3798311,-452.3969981,-464.4141651,-476.4313321,-488.4484991,-500.465666,-512.482833,-524.5,-536.517167,-548.534334,-560.5515009,-572.5686679,-584.5858349,-596.6030019,-608.6201689,-620.6373358
10780,206.0927767,34.26078799,6.484052533,-13.3564728,-25.26078799,-29.22889306,-53.03752345,-68.90994371,-84.78236398,-100.6547842,-116.5272045,-132.3996248,-148.272045,-164.1444653,-176.1729831,-188.2015009,-200.2300188,-212.2585366,-224.2870544,-236.3155722,-248.3440901,-260.3726079,-272.4011257,-284.4296435,-296.4581614,-308.4866792,-320.515197,-332.5437148,-344.5722326,-356.6007505,-368.6292683,-380.6577861,-392.6863039,-404.7148218,-416.7433396,-428.7718574,-440.8003752,-452.8288931,-464.8574109,-476.8859287,-488.9144465,-500.9429644,-512.9714822,-525,-537.0285178,-549.0570356,-561.0855535,-573.1140713,-585.1425891,-597.1711069,-609.1996248,-621.2281426
10790,206.284803,34.28893058,6.485928705,-13.37335835,-25.28893058,-29.26078799,-53.09193246,-68.9793621,-84.86679174,-100.7542214,-116.641651,-132.5290807,-148.4165103,-164.30394,-176.3438086,-188.3836773,-200.423546,-212.4634146,-224.5032833,-236.543152,-248.5830206,-260.6228893,-272.662758,-284.7026266,-296.7424953,-308.782364,-320.8222326,-332.8621013,-344.90197,-356.9418386,-368.9817073,-381.021576,-393.0614447,-405.1013133,-417.141182,-429.1810507,-441.2209193,-453.260788,-465.3006567,-477.3405253,-489.380394,-501.4202627,-513.4601313,-525.5,-537.5398687,-549.5797373,-561.619606,-573.6594747,-585.6993433,-597.739212,-609.7790807,-621.8189493
10800,206.4768293,34.31707317,6.487804878,-13.3902439,-25.31707317,-29.29268293,-53.14634146,-69.04878049,-84.95121951,-100.8536585,-116.7560976,-132.6585366,-148.5609756,-164.4634146,-176.5146341,-188.5658537,-200.6170732,-212.6682927,-224.7195122,-236.7707317,-248.8219512,-260.8731707,-272.9243902,-284.9756098,-297.0268293,-309.0780488,-321.1292683,-333.1804878,-345.2317073,-357.2829268,-369.3341463,-381.3853659,-393.4365854,-405.4878049,-417.5390244,-429.5902439,-441.6414634,-453.6926829,-465.7439024,-477.795122,-489.8463415,-501.897561,-513.9487805,-526,-538.0512195,-550.102439,-562.1536585,-574.204878,-586.2560976,-598.3073171,-610.3585366,-622.4097561
10810,206.6688555,34.34521576,6.489681051,-13.40712946,-25.34521576,-29.32457786,-53.20075047,-69.11819887,-85.03564728,-100.9530957,-116.8705441,-132.7879925,-148.7054409,-164.6228893,-176.6854597,-188.74803,-200.8106004,-212.8731707,-224.9357411,-236.9983114,-249.0608818,-261.1234522,-273.1860225,-285.2485929,-297.3111632,-309.3737336,-321.4363039,-333.4988743,-345.5614447,-357.624015,-369.6865854,-381.7491557,-393.8117261,-405.8742964,-417.9368668,-429.9994371,-442.0620075,-454.1245779,-466.1871482,-478.2497186,-490.3122889,-502.3748593,-514.4374296,-526.5,-538.5625704,-550.6251407,-562.6877111,-574.7502814,-586.8128518,-598.8754221,-610.9379925,-623.0005629
10820,206.8608818,34.37335835,6.491557223,-13.42401501,-25.37335835,-29.3564728,-53.25515947,-69.18761726,-85.12007505,-101.0525328,-116.9849906,-132.9174484,-148.8499062,-164.782364,-176.8562852,-188.9302064,-201.0041276,-213.0780488,-225.15197,-237.2258912,-249.2998124,-261.3737336,-273.4476548,-285.521576,-297.5954972,-309.6694184,-321.7433396,-333.8172608,-345.891182,-357.9651032,-370.0390244,-382.1129456,-394.1868668,-406.260788,-418.3347092,-430.4086304,-442.4825516,-454.5564728,-466.630394,-478.7043152,-490.7782364,-502.8521576,-514.9260788,-527,-539.0739212,-551.1478424,-563.2217636,-575.2956848,-587.369606,-599.4435272,-611.5174484,-623.5913696
10830,207.0529081,34.40150094,6.493433396,-13.44090056,-25.40150094,-29.38836773,-53.30956848,-69.25703565,-85.20450281,-101.15197,-117.0994371,-133.0469043,-148.9943715,-164.9418386,-177.0271107,-189.1123827,-201.1976548,-213.2829268,-225.3681989,-237.4534709,-249.538743,-261.624015,-273.7092871,-285.7945591,-297.8798311,-309.9651032,-322.0503752,-334.1356473,-346.2209193,-358.3061914,-370.3914634,-382.4767355,-394.5620075,-406.6472795,-418.7325516,-430.8178236,-442.9030957,-454.9883677,-467.0736398,-479.1589118,-491.2441839,-503.3294559,-515.414728,-527.5,-539.585272,-551.6705441,-563.7558161,-575.8410882,-587.9263602,-600.0116323,-612.0969043,-624.1821764
10840,207.2449343,34.42964353,6.495309568,-13.45778612,-25.42964353,-29.42026266,-53.36397749,-69.32645403,-85.28893058,-101.2514071,-117.2138837,-133.1763602,-149.1388368,-165.1013133,-177.1979362,-189.2945591,-201.391182,-213.4878049,-225.5844278,-237.6810507,-249.7776735,-261.8742964,-273.9709193,-286.0675422,-298.1641651,-310.260788,-322.3574109,-334.4540338,-346.5506567,-358.6472795,-370.7439024,-382.8405253,-394.9371482,-407.0337711,-419.130394,-431.2270169,-443.3236398,-455.4202627,-467.5168856,-479.6135084,-491.7101313,-503.8067542,-515.9033771,-528,-540.0966229,-552.1932458,-564.2898687,-576.3864916,-588.4831144,-600.5797373,-612.6763602,-624.7729831
10850,207.4369606,34.45778612,6.497185741,-13.47467167,-25.45778612,-29.4521576,-53.41838649,-69.39587242,-85.37335835,-101.3508443,-117.3283302,-133.3058161,-149.2833021,-165.260788,-177.3687617,-189.4767355,-201.5847092,-213.6926829,-225.8006567,-237.9086304,-250.0166041,-262.1245779,-274.2325516,-286.3405253,-298.4484991,-310.5564728,-322.6644465,-334.7724203,-346.880394,-358.9883677,-371.0963415,-383.2043152,-395.3122889,-407.4202627,-419.5282364,-431.6362101,-443.7441839,-455.8521576,-467.9601313,-480.0681051,-492.1760788,-504.2840525,-516.3920263,-528.5,-540.6079737,-552.7159475,-564.8239212,-576.9318949,-589.0398687,-601.1478424,-613.2558161,-625.3637899
10860,207.6289869,34.48592871,6.499061914,-13.49155722,-25.48592871,-29.48405253,-53.4727955,-69.46529081,-85.45778612,-101.4502814,-117.4427767,-133.435272,-149.4277674,-165.4202627,-177.5395872,-189.6589118,-201.7782364,-213.897561,-226.0168856,-238.1362101,-250.2555347,-262.3748593,-274.4941839,-286.6135084,-298.732833,-310.8521576,-322.9714822,-335.0908068,-347.2101313,-359.3294559,-371.4487805,-383.5681051,-395.6874296,-407.8067542,-419.9260788,-432.0454034,-444.164728,-456.2840525,-468.4033771,-480.5227017,-492.6420263,-504.7613508,-516.8806754,-529,-541.1193246,-553.2386492,-565.3579737,-577.4772983,-589.5966229,-601.7159475,-613.835272,-625.9545966
10870,207.8210131,34.51407129,6.500938086,-13.50844278,-25.51407129,-29.51594747,-53.5272045,-69.53470919,-85.54221388,-101.5497186,-117.5572233,-133.564728,-149.5722326,-165.5797373,-177.7104128,-189.8410882,-201.9717636,-214.102439,-226.2331144,-238.3637899,-250.4944653,-262.6251407,-274.7558161,-286.8864916,-299.017167,-311.1478424,-323.2785178,-335.4091932,-347.5398687,-359.6705441,-371.8012195,-383.9318949,-396.0625704,-408.1932458,-420.3239212,-432.4545966,-444.585272,-456.7159475,-468.8466229,-480.9772983,-493.1079737,-505.2386492,-517.3693246,-529.5,-541.6306754,-553.7613508,-565.8920263,-578.0227017,-590.1533771,-602.2840525,-614.414728,-626.5454034
10880,208.0130394,34.54221388,6.502814259,-13.52532833,-25.54221388,-29.5478424,-53.58161351,-69.60412758,-85.62664165,-101.6491557,-117.6716698,-133.6941839,-149.7166979,-165.739212,-177.8812383,-190.0232645,-202.1652908,-214.3073171,-226.4493433,-238.5913696,-250.7333959,-262.8754221,-275.0174484,-287.1594747,-299.3015009,-311.4435272,-323.5855535,-335.7275797,-347.869606,-360.0116323,-372.1536585,-384.2956848,-396.4377111,-408.5797373,-420.7217636,-432.8637899,-445.0058161,-457.1478424,-469.2898687,-481.4318949,-493.5739212,-505.7159475,-517.8579737,-530,-542.1420263,-554.2840525,-566.4260788,-578.5681051,-590.7101313,-602.8521576,-614.9941839,-627.1362101
10890,208.2050657,34.57035647,6.504690432,-13.54221388,-25.57035647,-29.57973734,-53.63602251,-69.67354597,-85.71106942,-101.7485929,-117.7861163,-133.8236398,-149.8611632,-165.8986867,-178.0520638,-190.2054409,-202.358818,-214.5121951,-226.6655722,-238.8189493,-250.9723265,-263.1257036,-275.2790807,-287.4324578,-299.5858349,-311.739212,-323.8925891,-336.0459662,-348.1993433,-360.3527205,-372.5060976,-384.6594747,-396.8128518,-408.9662289,-421.119606,-433.2729831,-445.4263602,-457.5797373,-469.7331144,-481.8864916,-494.0398687,-506.1932458,-518.3466229,-530.5,-542.6533771,-554.8067542,-566.9601313,-579.1135084,-591.2668856,-603.4202627,-615.5736398,-627.7270169
10900,208.3970919,34.59849906,6.506566604,-13.55909944,-25.59849906,-29.61163227,-53.69043152,-69.74296435,-85.79549719,-101.84803,-117.9005629,-133.9530957,-150.0056285,-166.0581614,-178.2228893,-190.3876173,-202.5523452,-214.7170732,-226.8818011,-239.0465291,-251.211257,-263.375985,-275.5407129,-287.7054409,-299.8701689,-312.0348968,-324.1996248,-336.3643527,-348.5290807,-360.6938086,-372.8585366,-385.0232645,-397.1879925,-409.3527205,-421.5174484,-433.6821764,-445.8469043,-458.0116323,-470.1763602,-482.3410882,-494.5058161,-506.6705441,-518.835272,-531,-543.164728,-555.3294559,-567.4941839,-579.6589118,-591.8236398,-603.9883677,-616.1530957,-628.3178236
10910,208.5891182,34.62664165,6.508442777,-13.57598499,-25.62664165,-29.6435272,-53.74484053,-69.81238274,-85.87992495,-101.9474672,-118.0150094,-134.0825516,-150.1500938,-166.217636,-178.3937148,-190.5697936,-202.7458724,-214.9219512,-227.09803,-239.2741088,-251.4501876,-263.6262664,-275.8023452,-287.978424,-300.1545028,-312.3305816,-324.5066604,-336.6827392,-348.858818,-361.0348968,-373.2109756,-385.3870544,-397.5631332,-409.739212,-421.9152908,-434.0913696,-446.2674484,-458.4435272,-470.619606,-482.7956848,-494.9717636,-507.1478424,-519.3239212,-531.5,-543.6760788,-555.8521576,-568.0282364,-580.2043152,-592.380394,-604.5564728,-616.7325516,-628.9086304
10920,208.7811445,34.65478424,6.510318949,-13.59287054,-25.65478424,-29.67542214,-53.79924953,-69.88180113,-85.96435272,-102.0469043,-118.1294559,-134.2120075,-150.2945591,-166.3771107,-178.5645403,-190.75197,-202.9393996,-215.1268293,-227.3142589,-239.5016886,-251.6891182,-263.8765478,-276.0639775,-288.2514071,-300.4388368,-312.6262664,-324.8136961,-337.0011257,-349.1885553,-361.375985,-373.5634146,-385.7508443,-397.9382739,-410.1257036,-422.3131332,-434.5005629,-446.6879925,-458.8754221,-471.0628518,-483.2502814,-495.4377111,-507.6251407,-519.8125704,-532,-544.1874296,-556.3748593,-568.5622889,-580.7497186,-592.9371482,-605.1245779,-617.3120075,-629.4994371
10930,208.9731707,34.68292683,6.512195122,-13.6097561,-25.68292683,-29.70731707,-53.85365854,-69.95121951,-86.04878049,-102.1463415,-118.2439024,-134.3414634,-150.4390244,-166.5365854,-178.7353659,-190.9341463,-203.1329268,-215.3317073,-227.5304878,-239.7292683,-251.9280488,-264.1268293,-276.3256098,-288.5243902,-300.7231707,-312.9219512,-325.1207317,-337.3195122,-349.5182927,-361.7170732,-373.9158537,-386.1146341,-398.3134146,-410.5121951,-422.7109756,-434.9097561,-447.1085366,-459.3073171,-471.5060976,-483.704878,-495.9036585,-508.102439,-520.3012195,-532.5,-544.6987805,-556.897561,-569.0963415,-581.295122,-593.4939024,-605.6926829,-617.8914634,-630.0902439
10940,209.165197,34.71106942,6.514071295,-13.62664165,-25.71106942,-29.73921201,-53.90806754,-70.0206379,-86.13320826,-102.2457786,-118.358349,-134.4709193,-150.5834897,-166.69606,-178.9061914,-191.1163227,-203.326454,-215.5365854,-227.7467167,-239.956848,-252.1669794,-264.3771107,-276.587242,-288.7973734,-301.0075047,-313.217636,-325.4277674,-337.6378987,-349.84803,-362.0581614,-374.2682927,-386.478424,-398.6885553,-410.8986867,-423.108818,-435.3189493,-447.5290807,-459.739212,-471.9493433,-484.1594747,-496.369606,-508.5797373,-520.7898687,-533,-545.2101313,-557.4202627,-569.630394,-581.8405253,-594.0506567,-606.260788,-618.4709193,-630.6810507
10950,209.3572233,34.73921201,6.515947467,-13.6435272,-25.73921201,-29.77110694,-53.96247655,-70.09005629,-86.21763602,-102.3452158,-118.4727955,-134.6003752,-150.727955,-166.8555347,-179.0770169,-191.2984991,-203.5199812,-215.7414634,-227.9629456,-240.1844278,-252.4059099,-264.6273921,-276.8488743,-289.0703565,-301.2918386,-313.5133208,-325.734803,-337.9562852,-350.1777674,-362.3992495,-374.6207317,-386.8422139,-399.0636961,-411.2851782,-423.5066604,-435.7281426,-447.9496248,-460.1711069,-472.3925891,-484.6140713,-496.8355535,-509.0570356,-521.2785178,-533.5,-545.7214822,-557.9429644,-570.1644465,-582.3859287,-594.6074109,-606.8288931,-619.0503752,-631.2718574
10960,209.5492495,34.7673546,6.51782364,-13.66041276,-25.7673546,-29.80300188,-54.01688555,-70.15947467,-86.30206379,-102.4446529,-118.587242,-134.7298311,-150.8724203,-167.0150094,-179.2478424,-191.4806754,-203.7135084,-215.9463415,-228.1791745,-240.4120075,-252.6448405,-264.8776735,-277.1105066,-289.3433396,-301.5761726,-313.8090056,-326.0418386,-338.2746717,-350.5075047,-362.7403377,-374.9731707,-387.2060038,-399.4388368,-411.6716698,-423.9045028,-436.1373358,-448.3701689,-460.6030019,-472.8358349,-485.0686679,-497.3015009,-509.534334,-521.767167,-534,-546.232833,-558.465666,-570.6984991,-582.9313321,-595.1641651,-607.3969981,-619.6298311,-631.8626642
10970,209.7412758,34.79549719,6.519699812,-13.67729831,-25.79549719,-29.83489681,-54.07129456,-70.22889306,-86.38649156,-102.5440901,-118.7016886,-134.8592871,-151.0168856,-167.1744841,-179.4186679,-191.6628518,-203.9070356,-216.1512195,-228.3954034,-240.6395872,-252.8837711,-265.127955,-277.3721388,-289.6163227,-301.8605066,-314.1046904,-326.3488743,-338.5930582,-350.837242,-363.0814259,-375.3256098,-387.5697936,-399.8139775,-412.0581614,-424.3023452,-436.5465291,-448.7907129,-461.0348968,-473.2790807,-485.5232645,-497.7674484,-510.0116323,-522.2558161,-534.5,-546.7441839,-558.9883677,-571.2325516,-583.4767355,-595.7209193,-607.9651032,-620.2092871,-632.4534709
10980,209.9333021,34.82363977,6.521575985,-13.69418386,-25.82363977,-29.86679174,-54.12570356,-70.29831144,-86.47091932,-102.6435272,-118.8161351,-134.988743,-151.1613508,-167.3339587,-179.5894934,-191.8450281,-204.1005629,-216.3560976,-228.6116323,-240.867167,-253.1227017,-265.3782364,-277.6337711,-289.8893058,-302.1448405,-314.4003752,-326.6559099,-338.9114447,-351.1669794,-363.4225141,-375.6780488,-387.9335835,-400.1891182,-412.4446529,-424.7001876,-436.9557223,-449.211257,-461.4667917,-473.7223265,-485.9778612,-498.2333959,-510.4889306,-522.7444653,-535,-547.2555347,-559.5110694,-571.7666041,-584.0221388,-596.2776735,-608.5332083,-620.788743,-633.0442777
10990,210.1253283,34.85178236,6.523452158,-13.71106942,-25.85178236,-29.89868668,-54.18011257,-70.36772983,-86.55534709,-102.7429644,-118.9305816,-135.1181989,-151.3058161,-167.4934334,-179.7603189,-192.0272045,-204.2940901,-216.5609756,-228.8278612,-241.0947467,-253.3616323,-265.6285178,-277.8954034,-290.1622889,-302.4291745,-314.69606,-326.9629456,-339.2298311,-351.4967167,-363.7636023,-376.0304878,-388.2973734,-400.5642589,-412.8311445,-425.09803,-437.3649156,-449.6318011,-461.8986867,-474.1655722,-486.4324578,-498.6993433,-510.9662289,-523.2331144,-535.5,-547.7668856,-560.0337711,-572.3006567,-584.5675422,-596.8344278,-609.1013133,-621.3681989,-633.6350844
11000,210.3173546,34.87992495,6.52532833,-13.72795497,-25.87992495,-29.93058161,-54.23452158,-70.43714822,-86.63977486,-102.8424015,-119.0450281,-135.2476548,-151.4502814,-167.6529081,-179.9311445,-192.2093809,-204.4876173,-216.7658537,-229.0440901,-241.3223265,-253.6005629,-265.8787992,-278.1570356,-290.435272,-302.7135084,-314.9917448,-327.2699812,-339.5482176,-351.826454,-364.1046904,-376.3829268,-388.6611632,-400.9393996,-413.217636,-425.4958724,-437.7741088,-450.0523452,-462.3305816,-474.608818,-486.8870544,-499.1652908,-511.4435272,-523.7217636,-536,-548.2782364,-560.5564728,-572.8347092,-585.1129456,-597.391182,-609.6694184,-621.9476548,-634.2258912
11010,210.5093809,34.90806754,6.527204503,-13.74484053,-25.90806754,-29.96247655,-54.28893058,-70.5065666,-86.72420263,-102.9418386,-119.1594747,-135.3771107,-151.5947467,-167.8123827,-180.10197,-192.3915572,-204.6811445,-216.9707317,-229.2603189,-241.5499062,-253.8394934,-266.1290807,-278.4186679,-290.7082552,-302.9978424,-315.2874296,-327.5770169,-339.8666041,-352.1561914,-364.4457786,-376.7353659,-389.0249531,-401.3145403,-413.6041276,-425.8937148,-438.1833021,-450.4728893,-462.7624765,-475.0520638,-487.341651,-499.6312383,-511.9208255,-524.2104128,-536.5,-548.7895872,-561.0791745,-573.3687617,-585.658349,-597.9479362,-610.2375235,-622.5271107,-634.8166979
